date,change,changeOverTime,changePercent,close,high,label,low,open,unadjustedVolume,volume,vwap
2013-11-13,1.2924,0.07981595361328724,0.802,162.354,162.3959,"Nov 13, 13",160.2697,160.2697,103057956,103057956,163.1841
2013-11-14,0.810043,0.08520326111680876,0.499,163.164,163.3005,"Nov 14, 13",162.2357,162.4996,103190954,103190954,162.8875
2013-11-15,0.709921,0.08992480382884589,0.435,163.8739,163.9376,"Nov 15, 13",163.2186,163.428,102818190,102818190,177.9374
2013-11-18,-0.573398,0.08611112219610602,-0.35,163.3005,164.2835,"Nov 18, 13",162.9365,164.147,104796009,104796009,164.5099
2013-11-19,-0.354965,0.08375068338993345,-0.217,162.9456,163.7101,"Nov 19, 13",162.6634,163.2186,93891416,93891416,164.0306
2013-11-20,-0.509687,0.08036067026086548,-0.313,162.4359,163.7647,"Nov 20, 13",161.9899,163.2732,124908601,124908601,166.0896
2013-11-21,1.3106,0.0890774668215019,0.807,163.7465,163.8739,"Nov 21, 13",162.7908,162.891,92841271,92841271,166.0477
2013-11-22,0.819143,0.09452596349666852,0.5,164.5657,164.5839,"Nov 22, 13",163.6191,163.8102,81295887,81295887,164.2007
2013-11-25,-0.163829,0.09343586510182021,-0.1,164.4018,164.8933,"Nov 25, 13",164.1652,164.8569,79485709,79485709,168.8548
2013-11-26,0.045508,0.09373848546158597,0.028,164.4473,164.9388,"Nov 26, 13",164.197,164.4837,86993560,86993560,165.8036
2013-11-27,0.400471,0.09640220972721611,0.244,164.8478,164.957,"Nov 27, 13",164.42,164.6203,58800056,58800056,164.7485
2013-11-29,-0.109221,0.09567592086377825,-0.066,164.7386,165.4212,"Nov 29, 13",164.5566,165.0298,55870903,55870903,165.01
2013-12-02,-0.427774,0.09283062438228872,-0.26,164.3108,165.13,"Dec 2, 13",164.056,164.8205,99725781,99725781,164.6071
2013-12-03,-0.709921,0.08810908167025157,-0.432,163.6009,164.1834,"Dec 3, 13",163.073,163.7738,116563302,116563302,165.2315
2013-12-04,-0.018205,0.08798803352634524,-0.011,163.5827,164.2653,"Dec 4, 13",162.3267,163.0093,123032637,123032637,163.4604
2013-12-05,-0.719026,0.08320596674235502,-0.44,162.8637,163.5918,"Dec 5, 13",162.709,163.2914,106934067,106934067,163.2603
2013-12-06,1.8203,0.09531277643205943,1.118,164.684,164.8387,"Dec 6, 13",163.965,164.4382,127727518,127727518,165.7967
2013-12-09,0.418676,0.09809688374190409,0.254,165.1026,165.3484,"Dec 9, 13",164.8842,165.1664,70123608,70123608,166.2371
2013-12-10,-0.591603,0.09416215396525787,-0.358,164.511,165.0662,"Dec 10, 13",164.4064,164.7204,80976207,80976207,164.709
2013-12-11,-1.8476,0.08187377205969405,-1.123,162.6634,164.6021,"Dec 11, 13",162.4632,164.5657,130590810,130590810,167.146
2013-12-12,-0.536993,0.07830218671476666,-0.33,162.1264,162.7908,"Dec 12, 13",161.7897,162.5906,115564840,115564840,162.3774
2013-12-13,-0.018203,0.07818113857086051,-0.011,162.1082,162.6088,"Dec 13, 13",161.7988,162.4632,107807610,107807610,163.1944
2013-12-16,1.0066,0.08487669716813862,0.621,163.1149,163.6555,"Dec 16, 13",162.8273,162.8728,96194790,96194790,163.1655
2013-12-17,-0.515149,0.08145010355602214,-0.316,162.5997,163.2914,"Dec 17, 13",162.2357,163.2459,89886224,89886224,162.7278
2013-12-18,2.776,0.09991327100019023,1.707,165.3757,165.403,"Dec 18, 13",161.3892,162.8455,234906482,234906482,163.575
2013-12-19,-0.191132,0.09864226548917415,-0.116,165.1846,165.3757,"Dec 19, 13",164.4746,164.9115,136298872,136298872,165.7147
2013-12-20,0.96106,0.10503387352730306,0.582,166.1456,166.5391,"Dec 20, 13",165.2381,165.3312,197086908,197086908,167.6318
2013-12-23,0.887649,0.11093796349134774,0.534,167.0333,167.1339,"Dec 23, 13",166.6078,166.9235,85597541,85597541,167.3403
2013-12-24,0.366042,0.1133722283633095,0.219,167.3993,167.4725,"Dec 24, 13",167.0333,167.0424,45368841,45368841,167.3775
2013-12-26,0.846467,0.11900229725433552,0.506,168.2458,168.3419,"Dec 26, 13",167.7562,167.7745,63365227,63365227,168.0279
2013-12-27,-0.009152,0.11894110808269062,-0.005,168.2366,168.5432,"Dec 27, 13",168.0673,168.47,61813841,61813841,169.6374
2013-12-30,-0.022875,0.11878946535296175,-0.014,168.2138,168.3968,"Dec 30, 13",167.9941,168.2595,56857458,56857458,168.1581
2013-12-31,0.796138,0.12408432399932423,0.473,169.0099,169.0099,"Dec 31, 13",168.3144,168.4425,86247638,86247638,171.0168
2014-01-02,-1.6197,0.11331170429135623,-0.958,167.3902,168.4425,"Jan 2, 14",166.9875,168.3602,119636836,119636836,167.287
2014-01-03,-0.032028,0.11309820729029084,-0.019,167.3581,168.0124,"Jan 3, 14",167.1248,167.6555,81390502,81390502,167.5448
2014-01-06,-0.480426,0.10990306837091819,-0.287,166.8777,167.9758,"Jan 6, 14",166.6215,167.8935,108028139,108028139,167.9319
2014-01-07,1.0249,0.11671967511210264,0.614,167.9026,168.1863,"Jan 7, 14",167.4176,167.5457,86144169,86144169,171.6217
2014-01-08,0.036603,0.11696310159929876,0.022,167.9392,168.2229,"Jan 8, 14",167.3627,167.8752,96582234,96582234,167.8805
2014-01-09,0.109815,0.11769338106088731,0.065,168.049,168.4974,"Jan 9, 14",167.2758,168.47,90683302,90683302,170.5919
2014-01-10,0.457547,0.12073687725053107,0.272,168.5066,168.5798,"Jan 10, 14",167.4725,168.3327,102026318,102026318,168.3261
2014-01-13,-2.2466,0.10579474757471397,-1.333,166.26,168.5432,"Jan 13, 14",165.9443,168.1131,149891938,149891938,167.8111
2014-01-14,1.8165,0.11787628347613036,1.093,168.0765,168.168,"Jan 14, 14",166.5025,166.8045,105016055,105016055,173.3499
2014-01-15,0.905947,0.12390142158408136,0.539,168.9824,169.2387,"Jan 15, 14",168.1133,168.47,98525721,98525721,168.9946
2014-01-16,-0.219623,0.12244086266090429,-0.13,168.7628,168.9841,"Jan 16, 14",168.2229,168.6347,72290520,72290520,169.8041
2014-01-17,-0.718352,0.11766345157475658,-0.426,168.0445,168.7903,"Jan 17, 14",167.7562,168.47,107848616,107848616,173.0502
2014-01-21,0.498729,0.12098030373772738,0.297,168.5432,169.0831,"Jan 21, 14",167.5091,169.019,88621138,88621138,168.3521
2014-01-22,0.109811,0.12171058319931574,0.065,168.653,168.9001,"Jan 22, 14",168.2961,168.8269,61270816,61270816,170.0176
2014-01-23,-1.3818,0.1125202356581228,-0.819,167.2712,167.8294,"Jan 23, 14",166.3836,167.7928,132496880,132496880,168.7586
2014-01-24,-3.5689,0.08878349275772955,-2.134,163.7023,166.2371,"Jan 24, 14",163.6474,166.1822,208677093,208677093,167.6202
2014-01-27,-0.805287,0.083427444939722,-0.492,162.897,164.2788,"Jan 27, 14",162.0826,163.8579,180843004,180843004,163.3889
2014-01-28,0.970007,0.08987891195011219,0.595,163.867,164.0775,"Jan 28, 14",162.9977,163.016,110463152,110463152,163.7182
2014-01-29,-1.574,0.07941090790098539,-0.961,162.2931,163.3912,"Jan 29, 14",161.863,162.4852,216597269,216597269,162.8429
2014-01-30,1.7204,0.09085261789889684,1.06,164.0134,164.5442,"Jan 30, 14",163.1258,163.6749,118938051,118938051,164.0334
2014-01-31,-0.960857,0.08446234006015174,-0.586,163.0526,164.0683,"Jan 31, 14",161.8996,161.9911,194677861,194677861,162.3163
2014-02-03,-3.6696,0.060055841770123033,-2.251,159.383,163.2265,"Feb 3, 14",159.0719,162.8421,254837004,254837004,161.5238
2014-02-04,1.1118,0.06745108524316715,0.698,160.4949,160.9113,"Feb 4, 14",159.324,160.0968,165012351,165012351,160.7939
2014-02-05,-0.196749,0.06614216904971894,-0.123,160.2981,160.655,"Feb 5, 14",158.9621,159.9504,164230470,164230470,159.6395
2014-02-06,2.1139,0.080201711434527,1.319,162.412,162.412,"Feb 6, 14",160.3447,160.6733,132877526,132877526,162.2619
2014-02-07,2.0132,0.0935914984296996,1.24,164.4252,164.5991,"Feb 7, 14",162.6408,163.1715,170787197,170787197,163.8321
2014-02-10,0.301983,0.09560009949891402,0.184,164.7272,164.7821,"Feb 10, 14",163.9951,164.4435,92218729,92218729,166.0251
2014-02-11,1.8027,0.1075905167425546,1.094,166.53,166.95,"Feb 11, 14",164.7537,164.8645,117814009,117814009,171.7043
2014-02-12,0.082356,0.1081378937889001,0.049,166.6123,167.3078,"Feb 12, 14",166.2783,166.7496,94717638,94717638,168.5577
2014-02-13,0.860196,0.11385908133770173,0.516,167.4725,167.6464,"Feb 13, 14",165.4776,165.4868,100542155,100542155,167.2431
2014-02-14,0.924253,0.12000659778894272,0.552,168.3968,168.7079,"Feb 14, 14",167.1614,167.317,96498305,96498305,170.6644
2014-02-18,0.201321,0.12134544346852147,0.12,168.5981,168.8269,"Feb 18, 14",168.0582,168.5523,80460878,80460878,169.034
2014-02-19,-1.1164,0.11392027050934662,-0.662,167.4817,169.2478,"Feb 19, 14",167.3444,168.1588,126524261,126524261,168.783
2014-02-20,0.98831,0.12049345076333495,0.59,168.47,168.8543,"Feb 20, 14",167.0973,167.7104,104998099,104998099,168.7303
2014-02-21,-0.192172,0.11921512915570928,-0.114,168.2778,169.1929,"Feb 21, 14",168.1955,168.8269,118116359,118116359,169.1633
2014-02-24,0.933403,0.12542316967890316,0.555,169.2112,170.3459,"Feb 24, 14",168.5615,168.6347,114063868,114063868,169.5365
2014-02-25,-0.064057,0.12499750587615581,-0.038,169.1472,169.8335,"Feb 25, 14",168.5889,169.321,117084901,117084901,169.3005
2014-02-26,0.009152,0.12505802994810888,0.005,169.1563,169.8426,"Feb 26, 14",168.6805,169.3942,98677144,98677144,170.1219
2014-02-27,0.887645,0.13096211991215376,0.525,170.044,170.0897,"Feb 27, 14",168.7171,168.9184,93880780,93880780,169.5294
2014-02-28,0.430097,0.13382204858686267,0.253,170.474,171.261,"Feb 28, 14",169.3393,170.0165,150842000,150842000,170.4743
2014-03-03,-1.1988,0.1258494985813423,-0.703,169.2753,169.7054,"Mar 3, 14",168.1497,169.0099,167448668,167448668,170.3743
2014-03-04,2.3793,0.14167355044847685,1.406,171.6545,172.0206,"Mar 4, 14",170.895,170.895,167545852,167545852,174.1811
2014-03-05,0.155569,0.1427084455689064,0.091,171.8101,172.1029,"Mar 5, 14",171.5356,171.7826,88376859,88376859,171.7966
2014-03-06,0.39349,0.145325612856111,0.229,172.2036,172.5971,"Mar 6, 14",171.8372,172.231,82516500,82516500,172.2871
2014-03-07,0.073211,0.14581246583050345,0.043,172.2768,172.9174,"Mar 7, 14",171.5173,172.835,114513432,114513432,176.694
2014-03-10,-0.091511,0.14520389961251304,-0.053,172.1853,172.2493,"Mar 10, 14",171.197,171.984,74939176,74939176,171.843
2014-03-11,-0.851042,0.1395432361356645,-0.494,171.3342,172.6886,"Mar 11, 14",170.9408,172.4415,99009013,99009013,173.4519
2014-03-12,0.045755,0.13984785179450548,0.027,171.38,171.4441,"Mar 12, 14",170.1172,170.5015,104824323,104824323,171.1724
2014-03-13,-1.9217,0.1270666310173233,-1.121,169.4583,172.0297,"Mar 13, 14",168.9824,171.8925,155014237,155014237,170.2306
2014-03-14,-0.475854,0.12390142158408136,-0.281,168.9824,170.0257,"Mar 14, 14",168.7811,169.1106,153919598,153919598,171.3687
2014-03-17,1.5282,0.1340661401737508,0.904,170.5107,170.9133,"Mar 17, 14",169.7603,169.8335,98359454,98359454,170.7425
2014-03-18,1.2171,0.1421604034228691,0.714,171.7277,171.9565,"Mar 18, 14",170.6754,170.8584,101804519,101804519,171.9998
2014-03-19,-0.9151,0.1360740761432732,-0.533,170.8126,171.984,"Mar 19, 14",169.7237,171.7643,176267253,176267253,171.9375
2014-03-20,0.994715,0.14269048787722796,0.582,171.8074,171.9382,"Mar 20, 14",170.1355,170.4374,117240972,117240972,171.92
2014-03-21,-0.664,0.13827422592372385,-0.386,171.1434,173.7389,"Mar 21, 14",170.9871,172.5404,163127905,163127905,171.8213
2014-03-24,-0.707736,0.13356665030521425,-0.414,170.4356,171.943,"Mar 24, 14",169.6911,171.7132,121411145,121411145,170.5042
2014-03-25,0.808843,0.1389466417121262,0.475,171.2445,171.8235,"Mar 25, 14",170.2886,171.2996,103851737,103851737,171.1525
2014-03-26,-1.2316,0.13075460880831433,-0.719,170.0128,172.1912,"Mar 26, 14",169.9669,171.9062,119842897,119842897,170.8634
2014-03-27,-0.358465,0.128370891512929,-0.211,169.6544,170.3529,"Mar 27, 14",169.0293,169.829,142382757,142382757,169.9976
2014-03-28,0.836416,0.13393378533508396,0.493,170.4908,171.3456,"Mar 28, 14",170.0404,170.1369,101641547,101641547,170.6198
2014-03-31,1.3971,0.14322589312912118,0.819,171.8879,172.1544,"Mar 31, 14",170.5198,171.557,99744911,99744911,171.7937
2014-04-01,1.1397,0.1508060343164838,0.663,173.0276,173.1287,"Apr 1, 14",171.88,172.4485,89193125,89193125,175.0721
2014-04-02,0.579057,0.15465696153196398,0.335,173.6066,173.8364,"Apr 2, 14",172.9265,173.2574,78680761,78680761,173.3829
2014-04-03,-0.229785,0.15312922753991606,-0.132,173.3769,173.9191,"Apr 3, 14",172.8438,173.8732,77435320,77435320,175.0254
2014-04-04,-2.0497,0.13949667915723896,-1.182,171.3272,174.3603,"Apr 4, 14",171.0514,174.3052,169380705,169380705,172.5496
2014-04-07,-1.8934,0.12690368159283394,-1.105,169.4338,171.1985,"Apr 7, 14",169.0845,170.8676,140802699,140802699,170.0227
2014-04-08,0.698548,0.13154940294000664,0.412,170.1323,170.408,"Apr 8, 14",168.7444,169.3143,112659755,112659755,169.7686
2014-04-09,1.8291,0.14371474140258886,1.075,171.9614,172.0165,"Apr 9, 14",170.0955,170.5919,100253612,100253612,173.1429
2014-04-10,-3.6168,0.11965941574982689,-2.103,168.3446,172.0349,"Apr 10, 14",168.1378,171.9614,172959331,172959331,170.3225
2014-04-11,-1.512,0.1096031084099197,-0.898,166.8326,168.5882,"Apr 11, 14",166.6488,167.4392,167250792,167250792,167.7113
2014-04-14,1.3145,0.11834584385853597,0.788,168.1471,168.5422,"Apr 14, 14",166.7683,168.1378,132381601,132381601,168.6276
2014-04-15,1.158,0.12604769828949672,0.689,169.3051,169.4246,"Apr 15, 14",166.8326,168.4962,157092533,157092533,168.5371
2014-04-16,1.7693,0.1378153071363867,1.045,171.0744,171.0882,"Apr 16, 14",169.7187,170.4724,105196633,105196633,170.4138
2014-04-17,0.243573,0.13943548998559407,0.142,171.318,171.7959,"Apr 17, 14",170.5551,170.8492,105254649,105254649,172.3046
2014-04-21,0.597438,0.14340879554436423,0.349,171.9154,171.9706,"Apr 21, 14",171.1525,171.3639,68329343,68329343,171.7169
2014-04-22,0.781269,0.1486052194363413,0.454,172.6967,173.1655,"Apr 22, 14",171.9982,172.0901,85790307,85790307,172.7032
2014-04-23,-0.404421,0.14591555628273134,-0.234,172.2923,172.7243,"Apr 23, 14",172.1544,172.6232,73869384,73869384,172.5297
2014-04-24,0.349273,0.1482380844064718,0.203,172.6415,173.1563,"Apr 24, 14",171.8143,173.1379,88169916,88169916,172.5831
2014-04-25,-1.4155,0.1388242633688364,-0.82,171.2261,172.182,"Apr 25, 14",170.84,172.0717,100380205,100380205,171.9116
2014-04-28,0.537696,0.14240050441160632,0.314,171.7638,172.5129,"Apr 28, 14",170.0036,171.9246,135121094,135121094,171.5159
2014-04-29,0.804244,0.1477492361330041,0.468,172.568,172.8346,"Apr 29, 14",171.9522,172.3199,84097551,84097551,0.0
2014-04-30,0.514716,0.1511725042466615,0.298,173.0827,173.2574,"Apr 30, 14",172.0441,172.2831,101507717,101507717,172.747
2014-05-01,0.013785,0.15126428800412894,0.008,173.0965,173.5699,"May 1, 14",172.5496,173.0,93019095,93019095,173.0737
2014-05-02,-0.24357,0.14964410515492177,-0.141,172.8529,173.8456,"May 2, 14",172.5956,173.0827,98121662,98121662,173.1442
2014-05-05,0.330891,0.15184492003506406,0.191,173.1838,173.3033,"May 5, 14",171.5294,172.0073,75882739,75882739,172.7118
2014-05-06,-1.5074,0.14181987238067123,-0.87,171.6765,172.9173,"May 6, 14",171.6397,172.7978,85454226,85454226,175.0576
2014-05-07,1.0111,0.14854403026469643,0.589,172.6875,172.7702,"May 7, 14",170.9687,172.2739,106500480,106500480,172.0674
2014-05-08,-0.188422,0.14729098244535876,-0.109,172.4991,173.7629,"May 8, 14",171.9522,172.4945,93617513,93617513,173.1682
2014-05-09,0.261953,0.1490328785381641,0.152,172.761,172.8346,"May 9, 14",171.7224,172.5129,83678568,83678568,172.6012
2014-05-12,1.6774,0.16018992586798844,0.971,174.4385,174.5258,"May 12, 14",172.7971,173.4963,86940045,86940045,175.9404
2014-05-13,0.160852,0.16125940617239123,0.092,174.5993,175.0221,"May 13, 14",174.4247,174.6636,66453965,66453965,174.6532
2014-05-14,-0.827227,0.15575770152188112,-0.474,173.7721,174.5258,"May 14, 14",173.5239,174.4431,72366848,72366848,174.1214
2014-05-15,-1.5258,0.1456096104245065,-0.878,172.2463,173.4596,"May 15, 14",171.4007,173.4136,154956399,154956399,172.4537
2014-05-16,0.597438,0.1495835810829685,0.347,172.8438,172.9173,"May 16, 14",171.6213,172.3474,97457678,97457678,172.3121
2014-05-19,0.634203,0.15380164332831858,0.367,173.478,173.6158,"May 19, 14",172.3566,172.5129,63839398,63839398,173.2751
2014-05-20,-1.0938,0.1465267828994888,-0.63,172.3842,173.4136,"May 20, 14",171.943,173.3906,111644478,111644478,172.7341
2014-05-21,1.4522,0.15618536062370392,0.842,173.8364,173.9191,"May 21, 14",172.8529,172.8897,89093285,89093285,174.9784
2014-05-22,0.422804,0.15899740212060387,0.243,174.2592,174.6177,"May 22, 14",173.5883,173.8824,61549345,61549345,174.2456
2014-05-23,0.698545,0.16364378856746836,0.401,174.9578,175.0773,"May 23, 14",174.2554,174.4063,60156088,60156088,178.0829
2014-05-27,1.0754,0.17079627065300818,0.615,176.0332,176.0883,"May 27, 14",175.5093,175.6012,72010355,72010355,175.8609
2014-05-28,-0.128678,0.16994028734967098,-0.073,175.9045,176.3089,"May 28, 14",175.6104,176.0332,66722865,66722865,179.3352
2014-05-29,0.909945,0.17599202944529366,0.517,176.8144,176.842,"May 29, 14",175.8585,176.3089,64376573,64376573,176.3907
2014-05-30,0.284932,0.1778875635669031,0.161,177.0994,177.2097,"May 30, 14",176.5019,176.649,76315640,76315640,176.9388
2014-06-02,0.197615,0.17920180055788565,0.112,177.297,177.3843,"Jun 2, 14",176.4468,177.3475,64655648,64655648,177.5093
2014-06-03,-0.087318,0.17862116852695054,-0.049,177.2097,177.3016,"Jun 3, 14",176.7041,176.842,65047193,65047193,177.0955
2014-06-04,0.358461,0.18100488582233587,0.202,177.5681,177.6692,"Jun 4, 14",176.7179,176.9063,55529372,55529372,177.351
2014-06-05,1.1581,0.18870740535298844,0.652,178.7262,178.9101,"Jun 5, 14",177.1177,177.7703,92102592,92102592,179.5036
2014-06-06,0.850202,0.19436208293261087,0.476,179.5764,179.627,"Jun 6, 14",179.0296,179.1123,78696219,78696219,184.0755
2014-06-09,0.188421,0.19561579585164032,0.105,179.7649,180.1969,"Jun 9, 14",179.388,179.5535,65118828,65118828,179.7557
2014-06-10,0.018382,0.1957375090952383,0.01,179.7832,179.82,"Jun 10, 14",179.1582,179.5351,57129440,57129440,185.8798
2014-06-11,-0.625012,0.19158063602153327,-0.348,179.1582,179.3421,"Jun 11, 14",178.7538,179.1398,68772479,68772479,181.9096
2014-06-12,-1.2684,0.18314451153083347,-0.708,177.8898,179.0479,"Jun 12, 14",177.4946,178.9101,106350200,106350200,178.3582
2014-06-13,0.54229,0.1867513471594257,0.305,178.4321,178.6067,"Jun 13, 14",177.6692,178.2207,82017278,82017278,180.4668
2014-06-16,0.147066,0.1877297088060529,0.082,178.5792,178.956,"Jun 16, 14",178.0001,178.2115,87424332,87424332,180.7882
2014-06-17,0.496334,0.1910305985764207,0.278,179.0755,179.2042,"Jun 17, 14",178.138,178.331,84833876,84833876,180.125
